age_w,imprace_w,imprelig_w,goal_w,date_w,go_out_w,exphappy_w,sports_w,tvsports_w,exercise_w,dining_w,museums_w,art_w,hiking_w,gaming_w,clubbing_w,reading_w,tv_w,theater_w,movies_w,concerts_w,music_w,shopping_w,yoga_w,attr1_1_w,sinc1_1_w,intel1_1_w,fun1_1_w,amb1_1_w,shar1_1_w,attr2_1_w,sinc2_1_w,intel2_1_w,fun2_1_w,amb2_1_w,shar2_1_w,attr3_1_w,sinc3_1_w,fun3_1_w,intel3_1_w,amb3_1_w,dec_w,attr_o_w,fun_o_w,intel_o_w,sinc_o_w,amb_o_w,dec_m,pid,match,age_m,imprace_m,imprelig_m,goal_m,date_m,go_out_m,exphappy_m,sports_m,tvsports_m,exercise_m,dining_m,museums_m,art_m,hiking_m,gaming_m,clubbing_m,reading_m,tv_m,theater_m,movies_m,concerts_m,music_m,shopping_m,yoga_m,attr1_1_m,sinc1_1_m,intel1_1_m,fun1_1_m,amb1_1_m,shar1_1_m,attr2_1_m,sinc2_1_m,intel2_1_m,fun2_1_m,amb2_1_m,shar2_1_m,attr3_1_m,sinc3_1_m,fun3_1_m,intel3_1_m,amb3_1_m,attr_o_m,fun_o_m,intel_o_m,sinc_o_m,amb_o_m
36.0,1.0,7.0,4.0,7.0,1.0,5.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78,8.0,8.0,8.0,8.0,8.0,0,5.5,5.375,7.6,7.125,6.2,1.0,98.0,0.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
26.0,3.0,3.0,5.0,5.0,1.0,5.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0,18.0,18.0,20.0,18.0,16.0,10.0,25.0,12.5,12.5,25.0,12.5,12.5,8.0,7.0,8.0,9.0,7.0,1,6.75,8.0,7.133333333333334,7.125,6.533333333333333,1.0,98.0,1.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
27.0,7.0,4.0,5.0,4.0,1.0,5.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,9.0,5.0,7.0,9.0,7.0,15.09,16.98,16.98,18.87,18.87,13.21,23.81,16.67,14.29,23.81,9.52,11.9,8.0,9.0,9.0,9.0,8.0,0,7.0625,6.5,7.3125,7.0,7.0,1.0,98.0,0.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
28.0,3.0,3.0,1.0,5.0,2.0,4.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,8.51,19.15,19.15,19.15,19.15,14.89,28.57,8.57,20.0,20.0,14.29,8.57,8.0,8.0,8.0,8.0,8.0,1,7.3125,6.5,7.4375,7.0625,6.857142857142857,1.0,98.0,0.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
31.0,3.0,3.0,4.0,5.0,2.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,12.0,20.0,20.0,20.0,14.0,14.0,25.0,15.0,15.0,15.0,15.0,15.0,7.0,9.0,8.0,9.0,8.0,0,7.25,7.1875,8.375,8.0625,7.2,1.0,98.0,0.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
28.0,1.0,2.0,3.0,3.0,1.0,3.0,5.0,1.0,8.0,10.0,9.0,8.0,8.0,4.0,1.0,8.0,1.0,9.0,8.0,9.0,10.0,7.0,7.0,14.55,16.36,18.18,18.18,16.36,16.36,23.81,14.29,16.67,19.05,14.29,11.9,9.0,10.0,10.0,10.0,8.0,1,8.6875,7.75,7.466666666666667,8.125,6.857142857142857,1.0,98.0,0.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
28.0,1.0,1.0,2.0,6.0,3.0,6.0,8.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,10.0,6.0,7.0,9.0,7.0,7.0,8.0,5.0,9.76,19.51,19.51,14.63,19.51,17.07,23.53,17.65,14.71,14.71,14.71,14.71,7.0,7.0,6.0,7.0,6.0,1,6.3125,5.5,7.1875,7.8125,6.461538461538462,1.0,98.0,0.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
27.0,8.0,3.0,6.0,4.0,1.0,7.0,10.0,7.0,8.0,8.0,6.0,6.0,6.0,1.0,6.0,8.0,7.0,7.0,8.0,6.0,6.0,3.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67,8.0,9.0,9.0,9.0,9.0,1,7.75,7.2,7.5,7.75,7.571428571428571,1.0,98.0,0.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
27.0,5.0,1.0,2.0,5.0,1.0,3.0,2.0,1.0,10.0,10.0,7.0,8.0,5.0,1.0,1.0,10.0,4.0,10.0,9.0,5.0,7.0,7.0,4.0,15.09,18.87,18.87,16.98,16.98,13.21,21.95,14.63,12.2,21.95,9.76,19.51,7.0,10.0,6.0,8.0,9.0,0,7.1875,6.733333333333333,7.0625,7.5,6.428571428571429,1.0,98.0,0.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
30.0,1.0,1.0,2.0,6.0,3.0,6.0,3.0,7.0,10.0,10.0,10.0,10.0,8.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,14.0,18.0,16.0,18.0,18.0,16.0,18.87,15.09,15.09,18.87,15.09,16.98,8.0,10.0,10.0,9.0,10.0,0,7.0,7.125,8.0,7.875,7.933333333333334,1.0,98.0,0.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
28.0,5.0,3.0,1.0,6.0,1.0,4.0,8.0,7.0,8.0,8.0,6.0,6.0,9.0,2.0,9.0,7.0,4.0,6.0,7.0,5.0,6.0,6.0,3.0,14.29,16.33,16.33,18.37,18.37,16.33,23.26,16.28,13.95,16.28,13.95,16.28,7.0,8.0,9.0,8.0,9.0,0,7.625,7.4375,7.375,7.3125,7.6923076923076925,1.0,98.0,0.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
23.0,5.0,8.0,2.0,3.0,1.0,7.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,12.24,20.41,16.33,14.29,20.41,16.33,22.22,11.11,13.33,20.0,17.78,15.56,7.0,10.0,8.0,8.0,9.0,0,5.8,6.0,7.6,7.555555555555555,6.555555555555555,1.0,98.0,0.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
28.0,10.0,1.0,2.0,6.0,3.0,7.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,13.04,21.74,19.57,17.39,15.22,13.04,18.75,18.75,16.67,18.75,12.5,14.58,6.0,9.0,7.0,8.0,6.0,1,7.111111111111111,5.333333333333333,7.777777777777778,7.875,7.555555555555555,1.0,98.0,0.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
35.0,5.0,5.0,2.0,4.0,2.0,5.0,3.0,4.0,7.0,9.0,8.0,8.0,8.0,2.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,6.0,8.0,15.22,17.39,17.39,17.39,15.22,17.39,22.73,11.36,11.36,18.18,18.18,18.18,9.0,9.0,7.0,8.0,7.0,1,4.555555555555555,6.0,7.444444444444445,7.666666666666667,6.857142857142857,1.0,98.0,0.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
24.0,2.0,2.0,6.0,4.0,2.0,6.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,15.38,17.31,17.31,19.23,13.46,17.31,18.6,18.6,11.63,23.26,11.63,16.28,9.0,9.0,10.0,9.0,9.0,0,7.555555555555555,7.222222222222222,7.333333333333333,7.777777777777778,7.0,1.0,98.0,0.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
22.0,7.0,5.0,1.0,4.0,3.0,6.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,16.07,17.86,17.86,17.86,17.86,12.5,19.23,15.38,15.38,17.31,15.38,17.31,8.0,8.0,8.0,8.0,10.0,0,5.222222222222222,6.666666666666667,7.333333333333333,7.555555555555555,7.5,1.0,98.0,0.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
24.0,9.0,9.0,3.0,3.0,2.0,7.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,16.0,16.0,20.0,16.0,18.0,14.0,20.0,12.0,16.0,20.0,14.0,18.0,9.0,10.0,8.0,10.0,10.0,1,4.55,4.95,5.947368421052632,5.85,5.4,1.0,98.0,1.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
24.0,9.0,9.0,3.0,3.0,2.0,7.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,16.0,16.0,20.0,16.0,18.0,14.0,20.0,12.0,16.0,20.0,14.0,18.0,9.0,10.0,8.0,10.0,10.0,0,4.55,4.95,5.947368421052632,5.85,5.4,1.0,98.0,0.0,39.0,1.0,1.0,4.0,4.0,2.0,5.0,8.0,8.0,8.0,7.0,3.0,3.0,5.0,1.0,7.0,7.0,3.0,7.0,8.0,6.0,8.0,2.0,7.0,40.0,20.0,15.0,20.0,0.0,5.0,30.0,14.0,14.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,5.611111111111111,4.111111111111111,6.944444444444445,7.666666666666667,6.0588235294117645
36.0,1.0,7.0,4.0,7.0,1.0,5.0,5.0,2.0,5.0,5.0,8.0,8.0,3.0,1.0,3.0,10.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,18.18,18.18,18.18,18.18,13.64,13.64,20.0,13.33,15.56,20.0,13.33,17.78,8.0,8.0,8.0,8.0,8.0,1,5.5,5.375,7.6,7.125,6.2,0.0,99.0,0.0,28.0,1.0,1.0,3.0,3.0,2.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,7.833333333333333,7.5,7.888888888888889,7.666666666666667,7.647058823529412
26.0,3.0,3.0,5.0,5.0,1.0,5.0,8.0,7.0,8.0,9.0,9.0,9.0,5.0,2.0,8.0,10.0,8.0,9.0,8.0,6.0,6.0,7.0,10.0,18.0,18.0,20.0,18.0,16.0,10.0,25.0,12.5,12.5,25.0,12.5,12.5,8.0,7.0,8.0,9.0,7.0,1,6.75,8.0,7.133333333333334,7.125,6.533333333333333,1.0,99.0,1.0,28.0,1.0,1.0,3.0,3.0,2.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,7.833333333333333,7.5,7.888888888888889,7.666666666666667,7.647058823529412
27.0,7.0,4.0,5.0,4.0,1.0,5.0,7.0,4.0,6.0,9.0,9.0,9.0,5.0,2.0,1.0,10.0,10.0,9.0,9.0,5.0,7.0,9.0,7.0,15.09,16.98,16.98,18.87,18.87,13.21,23.81,16.67,14.29,23.81,9.52,11.9,8.0,9.0,9.0,9.0,8.0,0,7.0625,6.5,7.3125,7.0,7.0,0.0,99.0,0.0,28.0,1.0,1.0,3.0,3.0,2.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,7.833333333333333,7.5,7.888888888888889,7.666666666666667,7.647058823529412
28.0,3.0,3.0,1.0,5.0,2.0,4.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,6.0,6.0,6.0,5.0,8.0,7.0,10.0,9.0,8.0,8.51,19.15,19.15,19.15,19.15,14.89,28.57,8.57,20.0,20.0,14.29,8.57,8.0,8.0,8.0,8.0,8.0,0,7.3125,6.5,7.4375,7.0625,6.857142857142857,1.0,99.0,0.0,28.0,1.0,1.0,3.0,3.0,2.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,7.833333333333333,7.5,7.888888888888889,7.666666666666667,7.647058823529412
31.0,3.0,3.0,4.0,5.0,2.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,9.0,1.0,5.0,7.0,1.0,1.0,7.0,5.0,4.0,2.0,10.0,12.0,20.0,20.0,20.0,14.0,14.0,25.0,15.0,15.0,15.0,15.0,15.0,7.0,9.0,8.0,9.0,8.0,0,7.25,7.1875,8.375,8.0625,7.2,0.0,99.0,0.0,28.0,1.0,1.0,3.0,3.0,2.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,7.833333333333333,7.5,7.888888888888889,7.666666666666667,7.647058823529412
27.0,2.0,3.0,1.0,4.0,3.0,5.0,4.0,1.0,4.0,8.0,9.0,8.0,5.0,5.0,7.0,10.0,5.0,9.0,10.0,9.0,9.0,7.0,1.0,14.0,20.0,20.0,14.0,18.0,14.0,24.32,13.51,13.51,24.32,8.11,16.22,7.0,9.0,8.0,10.0,8.0,0,7.125,5.6,7.866666666666666,7.9375,6.6923076923076925,1.0,99.0,1.0,28.0,1.0,1.0,3.0,3.0,2.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,7.833333333333333,7.5,7.888888888888889,7.666666666666667,7.647058823529412
28.0,1.0,1.0,2.0,6.0,3.0,6.0,8.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,10.0,6.0,7.0,9.0,7.0,7.0,8.0,5.0,9.76,19.51,19.51,14.63,19.51,17.07,23.53,17.65,14.71,14.71,14.71,14.71,7.0,7.0,6.0,7.0,6.0,0,6.3125,5.5,7.1875,7.8125,6.461538461538462,1.0,99.0,1.0,28.0,1.0,1.0,3.0,3.0,2.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,7.833333333333333,7.5,7.888888888888889,7.666666666666667,7.647058823529412
27.0,8.0,3.0,6.0,4.0,1.0,7.0,10.0,7.0,8.0,8.0,6.0,6.0,6.0,1.0,6.0,8.0,7.0,7.0,8.0,6.0,6.0,3.0,2.0,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,16.67,16.67,8.0,9.0,9.0,9.0,9.0,0,7.75,7.2,7.5,7.75,7.571428571428571,1.0,99.0,1.0,28.0,1.0,1.0,3.0,3.0,2.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,7.833333333333333,7.5,7.888888888888889,7.666666666666667,7.647058823529412
27.0,5.0,1.0,2.0,5.0,1.0,3.0,2.0,1.0,10.0,10.0,7.0,8.0,5.0,1.0,1.0,10.0,4.0,10.0,9.0,5.0,7.0,7.0,4.0,15.09,18.87,18.87,16.98,16.98,13.21,21.95,14.63,12.2,21.95,9.76,19.51,7.0,10.0,6.0,8.0,9.0,0,7.1875,6.733333333333333,7.0625,7.5,6.428571428571429,0.0,99.0,0.0,28.0,1.0,1.0,3.0,3.0,2.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,7.833333333333333,7.5,7.888888888888889,7.666666666666667,7.647058823529412
30.0,1.0,1.0,2.0,6.0,3.0,6.0,3.0,7.0,10.0,10.0,10.0,10.0,8.0,7.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,14.0,18.0,16.0,18.0,18.0,16.0,18.87,15.09,15.09,18.87,15.09,16.98,8.0,10.0,10.0,9.0,10.0,0,7.0,7.125,8.0,7.875,7.933333333333334,0.0,99.0,0.0,28.0,1.0,1.0,3.0,3.0,2.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,7.833333333333333,7.5,7.888888888888889,7.666666666666667,7.647058823529412
28.0,5.0,3.0,1.0,6.0,1.0,4.0,8.0,7.0,8.0,8.0,6.0,6.0,9.0,2.0,9.0,7.0,4.0,6.0,7.0,5.0,6.0,6.0,3.0,14.29,16.33,16.33,18.37,18.37,16.33,23.26,16.28,13.95,16.28,13.95,16.28,7.0,8.0,9.0,8.0,9.0,0,7.625,7.4375,7.375,7.3125,7.6923076923076925,0.0,99.0,0.0,28.0,1.0,1.0,3.0,3.0,2.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,7.833333333333333,7.5,7.888888888888889,7.666666666666667,7.647058823529412
23.0,5.0,8.0,2.0,3.0,1.0,7.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,12.24,20.41,16.33,14.29,20.41,16.33,22.22,11.11,13.33,20.0,17.78,15.56,7.0,10.0,8.0,8.0,9.0,0,5.8,6.0,7.6,7.555555555555555,6.555555555555555,1.0,99.0,1.0,28.0,1.0,1.0,3.0,3.0,2.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,7.833333333333333,7.5,7.888888888888889,7.666666666666667,7.647058823529412
22.0,8.0,3.0,2.0,5.0,2.0,6.0,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,6.0,7.0,3.0,4.0,5.0,1.0,15.09,16.98,16.98,16.98,18.87,15.09,25.0,15.0,15.0,17.5,12.5,15.0,9.0,9.0,8.0,9.0,9.0,1,4.9,7.0,7.0,7.125,7.333333333333333,0.0,99.0,0.0,28.0,1.0,1.0,3.0,3.0,2.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,7.833333333333333,7.5,7.888888888888889,7.666666666666667,7.647058823529412
35.0,5.0,5.0,2.0,4.0,2.0,5.0,3.0,4.0,7.0,9.0,8.0,8.0,8.0,2.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,6.0,8.0,15.22,17.39,17.39,17.39,15.22,17.39,22.73,11.36,11.36,18.18,18.18,18.18,9.0,9.0,7.0,8.0,7.0,0,4.555555555555555,6.0,7.444444444444445,7.666666666666667,6.857142857142857,1.0,99.0,1.0,28.0,1.0,1.0,3.0,3.0,2.0,8.0,5.0,5.0,5.0,8.0,10.0,10.0,5.0,5.0,9.0,6.0,6.0,10.0,10.0,10.0,10.0,8.0,5.0,30.0,30.0,20.0,10.0,10.0,0.0,20.0,20.0,20.0,10.0,25.0,5.0,10.0,10.0,10.0,10.0,8.0,7.833333333333333,7.5,7.888888888888889,7.666666666666667,7.647058823529412
